day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
0;3800;CHOCOLATE;7993;22;7992;19;7990;18;8005;6;8008;11;8009;21;7998.9;0.0
0;3900;ROSES;14989;11;14986;20;14984;7;15009;12;15010;17;15011;18;14998.9;0.1
0;3900;CHOCOLATE;7994;14;7991;22;7990;5;8006;22;8009;18;8010;7;7999.5;0.2
0;4000;ROSES;14989;7;14988;18;14986;12;15009;19;15010;11;15013;16;14999.0;0.2
0;4000;CHOCOLATE;7994;17;7993;11;7991;24;8006;21;8009;9;8010;7;7999.9;-0.2
0;4100;ROSES;14989;3;14987;12;14985;12;15009;18;15012;7;15014;17;14998.9;0.2
0;4100;CHOCOLATE;7994;15;7991;11;7988;12;8006;23;8008;17;8010;12;7999.6;-0.0
0;4200;ROSES;14989;15;14987;15;14984;7;15009;18;15011;4;15014;7;14999.1;-0.1
0;4200;CHOCOLATE;7993;19;7992;5;7990;9;8005;18;8006;25;8009;9;7999.2;-0.0
0;4300;ROSES;14990;15;14988;5;14986;13;15010;20;15013;15;15016;13;14999.6;0.1
0;4300;CHOCOLATE;7993;7;7991;12;7988;25;8005;14;8006;12;8009;7;7998.8;-0.2
0;4400;ROSES;14990;8;14987;12;14984;3;15010;4;15011;13;15013;4;14999.5;0.0
0;4400;CHOCOLATE;7993;23;7992;10;7991;10;8005;10;8008;7;8010;24;7998.7;0.1
0;4500;ROSES;14990;10;14989;17;14987;11;15010;17;15013;11;15014;3;14999.7;-0.1
0;4500;CHOCOLATE;7993;7;7991;19;7988;16;8005;23;8008;14;8009;25;7999.0;-0.1
0;4600;ROSES;14990;18;14988;6;14986;10;15010;15;15011;14;15013;12;15000.2;-0.0
0;4600;CHOCOLATE;7993;23;7990;6;7988;24;8005;20;8007;14;8008;12;7999.2;-0.0
0;4700;ROSES;14990;7;14987;6;14986;4;15010;12;15013;17;15015;4;15000.0;-0.1
0;4700;CHOCOLATE;7993;18;7992;10;7990;11;8005;9;8007;22;8010;16;7998.8;-0.1
0;4800;ROSES;14989;13;14988;6;14986;17;15009;5;15011;7;15013;10;14999.3;-0.1
0;4800;CHOCOLATE;7993;17;7991;5;7988;13;8005;22;8007;8;8008;19;7999.1;-0.1
0;4900;ROSES;14989;14;14987;6;14984;10;15009;18;15011;3;15014;20;14999.0;0.1
0;4900;CHOCOLATE;7993;14;7990;25;7989;18;8005;8;8008;9;8010;6;7998.9;0.1
0;5000;ROSES;14989;20;14987;7;14986;15;15009;17;15010;14;15011;20;14999.2;-0.0
0;5000;CHOCOLATE;7992;20;7991;24;7989;18;8004;13;8007;6;8008;16;7998.5;0.1
0;5100;ROSES;14989;14;14988;20;14986;14;15009;4;15010;15;15013;11;14999.3;0.1
0;5100;CHOCOLATE;7992;25;7990;25;7989;24;8004;5;8007;6;8008;15;7998.5;0.1
0;5200;ROSES;14989;9;14986;9;14985;10;15009;13;15010;7;15013;3;14999.3;0.1
0;5200;CHOCOLATE;7992;8;7991;5;7988;9;8004;5;8006;16;8007;12;7998.4;0.4
0;5300;ROSES;14989;16;14987;19;14986;6;15009;5;15010;18;15013;17;14999.3;-0.0
0;5300;CHOCOLATE;7992;24;7991;6;7989;21;8004;14;8007;19;8008;25;7998.4;-0.2
0;5400;ROSES;14989;6;14987;18;14985;17;15009;5;15011;5;15014;13;14999.4;-0.0
0;5400;CHOCOLATE;7992;22;7990;15;7987;17;8004;24;8007;21;8010;14;7998.4;-0.0
0;5500;ROSES;14989;20;14988;9;14985;16;15009;17;15010;10;15013;16;14999.0;0.1
0;5500;CHOCOLATE;7992;18;7990;15;7987;13;8004;16;8005;9;8007;20;7998.2;0.1
0;5600;ROSES;14990;14;14989;7;14987;20;15010;4;15011;20;15014;20;14999.5;0.1
0;5600;CHOCOLATE;7992;6;7990;14;7987;24;8004;14;8006;16;8009;8;7998.1;0.1
0;5700;ROSES;14989;14;14986;20;14984;14;15009;6;15010;11;15011;10;14999.3;-0.0
0;5700;CHOCOLATE;7992;22;7989;5;7986;24;8004;13;8007;5;8010;10;7998.3;-0.3
0;5800;ROSES;14989;7;14987;15;14985;5;15009;7;15010;3;15011;5;14999.2;0.2
0;5800;CHOCOLATE;7992;16;7990;14;7988;15;8004;23;8006;24;8007;7;7998.3;-0.1
0;5900;ROSES;14989;11;14986;17;14985;16;15009;18;15012;17;15013;16;14999.4;-0.1
0;5900;CHOCOLATE;7992;14;7991;23;7989;20;8004;21;8006;14;8007;6;7998.2;0.2
0;6000;ROSES;14990;9;14989;7;14988;11;15010;12;15011;13;15013;6;14999.5;0.4
0;6000;CHOCOLATE;7993;12;7992;21;7991;22;8005;16;8007;7;8010;17;7998.7;0.0
0;6100;ROSES;14990;16;14989;15;14987;16;15010;12;15011;6;15013;15;14999.6;-0.0
0;6100;CHOCOLATE;7993;7;7990;18;7988;8;8005;12;8008;18;8010;23;7999.0;0.0
0;6200;ROSES;14990;13;14988;8;14985;5;15010;19;15012;6;15013;19;14999.5;0.0
0;6200;CHOCOLATE;7992;9;7990;12;7988;8;8004;9;8007;13;8010;11;7998.3;-0.0
0;6300;ROSES;14990;18;14987;17;14986;17;15010;13;15011;13;15014;7;14999.6;0.1
0;6300;CHOCOLATE;7992;6;7989;16;7987;21;8004;7;8006;14;8009;19;7998.0;0.1
0;6400;ROSES;14990;19;14988;15;14987;17;15010;20;15013;4;15014;17;14999.5;0.0
0;6400;CHOCOLATE;7992;21;7991;9;7989;6;8004;19;8007;8;8009;15;7998.4;-0.1
0;6500;ROSES;14990;17;14987;17;14986;19;15010;19;15011;8;15012;14;14999.6;-0.0
0;6500;CHOCOLATE;7992;6;7990;25;7988;25;8004;15;8007;7;8010;15;7998.2;0.1
0;6600;ROSES;14990;7;14988;13;14986;5;15010;7;15013;14;15016;12;15000.0;0.1
0;6600;CHOCOLATE;7993;7;7991;14;7990;22;8005;17;8008;25;8011;15;7998.6;-0.1
0;6700;ROSES;14990;16;14987;19;14984;14;15010;3;15013;14;15014;12;15000.1;-0.2
0;6700;CHOCOLATE;7993;9;7991;7;7990;14;8005;8;8006;21;8007;22;7998.7;0.1
0;6800;ROSES;14990;7;14989;15;14986;7;15010;8;15012;8;15015;8;15000.4;-0.3
0;6800;CHOCOLATE;7993;19;7991;24;7988;14;8005;19;8008;12;8009;22;7998.7;-0.0
0;6900;ROSES;14990;17;14988;17;14987;12;15010;15;15012;19;15015;19;15000.5;0.4
0;6900;CHOCOLATE;7993;6;7992;25;7989;20;8005;16;8006;22;8008;8;7998.6;0.1
0;7000;ROSES;14990;11;14989;17;14987;19;15010;7;15011;16;15012;5;15000.4;-0.2
0;7000;CHOCOLATE;7993;6;7991;17;7989;21;8005;16;8006;12;8008;17;7998.8;-0.0
0;7100;ROSES;14991;13;14990;7;14988;7;15011;4;15012;12;15015;18;15000.7;-0.0
0;7100;CHOCOLATE;7993;5;7990;7;7988;5;8005;13;8007;11;8010;9;7998.7;-0.1
0;7200;ROSES;14990;10;14987;12;14985;6;15010;4;15011;10;15013;16;15000.2;-0.1
0;7200;CHOCOLATE;7992;22;7991;5;7990;25;8004;21;8006;23;8009;12;7998.4;-0.2
0;7300;ROSES;14990;16;14989;8;14986;5;15010;19;15012;14;15013;5;15000.2;-0.1
0;7300;CHOCOLATE;7993;20;7990;6;7987;25;8005;17;8006;16;8008;13;7998.8;-0.1
0;7400;ROSES;14990;6;14989;13;14987;7;15010;4;15011;14;15014;20;15000.2;-0.2
0;7400;CHOCOLATE;7993;25;7990;10;7988;9;8005;7;8008;19;8010;6;7998.6;0.2
0;7500;ROSES;14990;19;14989;15;14988;20;15010;18;15012;11;15014;4;15000.2;0.1
0;7500;CHOCOLATE;7993;13;7991;8;7990;16;8005;18;8008;17;8010;19;7998.6;-0.1
0;7600;ROSES;14990;14;14989;19;14987;11;15010;5;15013;16;15015;5;15000.4;-0.1
0;7600;CHOCOLATE;7992;8;7991;7;7988;15;8004;14;8006;14;8008;19;7997.7;0.3
0;7700;ROSES;14990;4;14987;14;14985;16;15010;11;15012;4;15014;5;15000.1;-0.1
0;7700;CHOCOLATE;7992;5;7989;9;7986;24;8004;19;8007;6;8008;9;7997.5;-0.2
0;7800;ROSES;14991;4;14989;7;14987;17;15011;14;15013;14;15016;17;15000.6;0.1
0;7800;CHOCOLATE;7992;25;7989;13;7987;12;8004;8;8006;5;8008;10;7997.6;-0.3
0;7900;ROSES;14990;17;14987;9;14986;12;15010;18;15012;9;15014;6;15000.3;0.0
0;7900;CHOCOLATE;7992;15;7991;16;7988;7;8004;22;8006;22;8007;14;7997.7;0.1
0;8000;ROSES;14991;8;14988;14;14985;19;15011;10;15014;6;15017;9;15000.8;-0.2
0;8000;CHOCOLATE;7992;23;7990;16;7989;19;8004;22;8006;9;8009;24;7997.7;-0.1
0;8100;ROSES;14991;19;14989;16;14986;16;15011;5;15014;7;15016;13;15000.9;-0.0
0;8100;CHOCOLATE;7992;22;7989;25;7986;23;8004;10;8006;9;8007;18;7997.5;-0.2
0;8200;ROSES;14990;8;14989;8;14986;13;15010;10;15011;14;15013;19;15000.3;-0.0
0;8200;CHOCOLATE;7992;13;7990;9;7989;25;8004;14;8007;24;8010;22;7998.0;-0.2
0;8300;ROSES;14991;13;14988;4;14985;3;15011;5;15012;4;15013;11;15000.6;0.2
0;8300;CHOCOLATE;7992;20;7990;25;7987;22;8004;14;8007;25;8008;14;7997.7;-0.3
0;8400;ROSES;14990;5;14987;4;14985;8;15010;17;15012;16;15014;18;15000.1;0.0
0;8400;CHOCOLATE;7991;16;7990;17;7988;9;8003;16;8006;21;8008;22;7997.4;0.0
0;8500;ROSES;14990;7;14989;6;14987;4;15010;12;15012;15;15013;16;15000.2;0.1
0;8500;CHOCOLATE;7991;15;7990;11;7988;10;8003;20;8006;21;8009;19;7997.4;0.4
0;8600;ROSES;14990;17;14989;10;14988;9;15010;14;15012;4;15015;4;15000.0;0.0
0;8600;CHOCOLATE;7991;22;7988;5;7985;8;8003;18;8005;9;8007;13;7997.3;0.3
0;8700;ROSES;14990;20;14988;9;14987;14;15010;20;15012;12;15013;5;14999.9;-0.4
0;8700;CHOCOLATE;7991;24;7988;8;7986;9;8003;8;8006;17;8009;16;7997.1;0.2
0;8800;ROSES;14990;19;14988;15;14987;19;15010;4;15011;4;15014;4;15000.0;-0.2
0;8800;CHOCOLATE;7991;24;7989;21;7986;9;8003;15;8005;24;8006;15;7997.3;0.2
0;8900;ROSES;14990;19;14987;19;14985;20;15010;18;15013;12;15015;18;15000.5;0.6
0;8900;CHOCOLATE;7991;14;7988;25;7987;5;8003;24;8005;20;8008;13;7997.4;-0.2
0;9000;ROSES;14991;4;14988;18;14985;8;15011;19;15012;15;15015;7;15001.0;-0.1
0;9000;CHOCOLATE;7992;5;7989;19;7986;15;8004;18;8005;9;8006;18;7997.5;-0.2
0;9100;ROSES;14991;4;14988;7;14986;19;15011;9;15014;20;15017;13;15000.9;-0.2
0;9100;CHOCOLATE;7992;22;7990;15;7988;22;8004;16;8005;25;8007;13;7997.8;-0.0
0;9200;ROSES;14991;10;14990;12;14988;12;15011;9;15014;18;15016;13;15000.7;-0.1
0;9200;CHOCOLATE;7991;23;7988;22;7986;17;8003;17;8005;16;8006;9;7997.4;0.0
0;9300;ROSES;14991;11;14988;18;14987;9;15011;9;15013;20;15015;11;15000.7;0.2
0;9300;CHOCOLATE;7992;23;7991;12;7990;12;8004;6;8007;21;8010;12;7997.9;-0.1
0;9400;ROSES;14991;6;14989;7;14987;3;15011;20;15014;8;15016;16;15000.6;-0.1
0;9400;CHOCOLATE;7992;14;7990;15;7988;14;8004;25;8007;6;8008;7;7997.5;-0.4
0;9500;ROSES;14990;16;14987;8;14984;4;15010;15;15011;18;15012;8;15000.5;-0.1
0;9500;CHOCOLATE;7992;23;7990;24;7989;8;8004;15;8005;14;8007;19;7998.2;-0.2
0;9600;ROSES;14991;11;14989;9;14988;6;15011;13;15014;8;15016;17;15000.8;-0.0
0;9600;CHOCOLATE;7992;23;7991;11;7988;10;8004;24;8006;25;8008;17;7997.9;-0.3
0;9700;ROSES;14991;8;14990;7;14988;18;15011;13;15014;10;15015;3;15001.0;-0.3
0;9700;CHOCOLATE;7992;23;7990;5;7988;13;8004;25;8006;16;8009;12;7997.9;0.2
0;9800;ROSES;14991;19;14989;12;14988;6;15011;12;15013;14;15016;10;15001.2;0.0
0;9800;CHOCOLATE;7992;16;7991;18;7989;22;8004;20;8007;22;8010;11;7997.9;0.1
0;9900;ROSES;14991;19;14988;14;14987;5;15011;6;15014;4;15016;20;15001.2;-0.4
0;9900;CHOCOLATE;7992;21;7989;19;7988;8;8004;11;8005;23;8007;20;7998.1;-0.1
0;10000;ROSES;14992;16;14991;17;14989;4;15012;20;15013;17;15016;12;15001.5;0.2
0;10000;CHOCOLATE;7992;7;7991;6;7988;18;8004;16;8005;7;8008;22;7998.1;-0.2
0;10100;ROSES;14992;16;14991;8;14989;7;15012;16;15013;14;15015;15;15002.2;-0.0
0;10100;CHOCOLATE;7991;22;7989;9;7987;25;8003;16;8004;8;8007;10;7997.4;0.2
0;10200;ROSES;14992;3;14991;12;14988;17;15012;20;15013;16;15014;20;15002.5;-0.0
0;10200;CHOCOLATE;7991;11;7989;8;7987;6;8003;18;8004;24;8006;5;7997.3;0.1
0;10300;ROSES;14992;4;14989;10;14988;4;15012;15;15014;17;15017;10;15002.5;0.1
0;10300;CHOCOLATE;7991;12;7990;23;7989;15;8003;23;8006;24;8008;15;7996.8;-0.1
0;10400;ROSES;14992;12;14989;11;14986;4;15012;20;15013;8;15015;16;15002.5;0.5
0;10400;CHOCOLATE;7991;21;7989;15;7986;18;8003;18;8006;9;8008;14;7996.7;-0.0
0;10500;ROSES;14992;7;14990;17;14989;4;15012;20;15013;16;15015;16;15002.2;0.3
0;10500;CHOCOLATE;7990;25;7989;7;7987;19;8002;16;8003;7;8005;22;7996.5;-0.0
0;10600;ROSES;14992;4;14990;5;14988;9;15012;20;15015;9;15018;18;15002.2;-0.2
0;10600;CHOCOLATE;7991;8;7989;20;7988;12;8003;24;8004;11;8005;17;7996.7;0.6
0;10700;ROSES;14992;14;14990;12;14988;11;15012;14;15014;19;15017;18;15002.5;-0.2
0;10700;CHOCOLATE;7990;16;7987;15;7985;18;8002;6;8004;23;8005;12;7996.2;0.1
0;10800;ROSES;14992;16;14989;12;14986;7;15012;9;15015;13;15018;10;15002.5;-0.0
0;10800;CHOCOLATE;7990;15;7988;13;7985;20;8002;25;8005;20;8008;19;7995.8;0.4
0;10900;ROSES;14993;18;14992;8;14991;20;15013;4;15016;19;15019;4;15002.7;0.4
0;10900;CHOCOLATE;7990;9;7987;25;7986;12;8002;7;8003;9;8005;5;7995.8;-0.1
0;11000;ROSES;14993;18;14992;18;14989;3;15013;3;15016;20;15019;20;15002.8;0.3
0;11000;CHOCOLATE;7990;5;7987;21;7985;18;8002;10;8005;8;8007;8;7995.8;0.0
0;11100;ROSES;14993;11;14990;15;14987;5;15013;14;15015;15;15017;17;15002.6;-0.0
0;11100;CHOCOLATE;7989;25;7988;25;7986;6;8001;7;8004;17;8005;17;7994.9;-0.3
0;11200;ROSES;14992;5;14989;18;14988;16;15012;13;15015;6;15016;19;15002.3;0.2
0;11200;CHOCOLATE;7989;6;7986;7;7983;13;8001;22;8003;23;8005;6;7995.1;-0.1
0;11300;ROSES;14993;15;14992;5;14991;12;15013;8;15016;10;15017;15;15002.6;0.5
0;11300;CHOCOLATE;7989;7;7987;21;7984;16;8001;6;8002;8;8005;18;7995.0;-0.3
0;11400;ROSES;14993;13;14990;3;14987;11;15013;17;15016;18;15018;10;15002.6;0.1
0;11400;CHOCOLATE;7988;17;7986;7;7985;24;8000;14;8003;12;8006;7;7994.5;0.5
0;11500;ROSES;14993;15;14990;13;14987;14;15013;6;15014;5;15017;3;15002.8;0.1
0;11500;CHOCOLATE;7989;10;7987;18;7986;19;8001;22;8002;22;8003;21;7994.8;-0.1
0;11600;ROSES;14993;13;14991;15;14988;3;15013;12;15014;16;15017;15;15002.7;0.0
0;11600;CHOCOLATE;7989;10;7986;17;7985;10;8001;9;8004;13;8007;14;7994.9;-0.5
0;11700;ROSES;14993;12;14992;18;14990;5;15013;14;15015;11;15017;10;15002.7;0.2
0;11700;CHOCOLATE;7989;9;7986;14;7985;5;8001;17;8003;15;8004;24;7994.8;-0.3
0;11800;ROSES;14992;7;14990;12;14988;13;15012;9;15014;18;15017;13;15002.2;0.4
0;11800;CHOCOLATE;7989;25;7987;20;7985;23;8001;12;8004;15;8007;17;7995.0;0.3
0;11900;ROSES;14992;20;14990;8;14989;20;15012;3;15015;17;15016;9;15002.1;0.5
0;11900;CHOCOLATE;7989;20;7986;9;7985;25;8001;14;8003;12;8006;13;7994.8;0.1
0;12000;ROSES;14992;18;14990;15;14989;20;15012;19;15014;16;15017;20;15001.9;-0.4
0;12000;CHOCOLATE;7990;7;7987;8;7984;12;8002;16;8005;10;8008;25;7995.5;0.2
0;12100;ROSES;14992;13;14989;16;14986;6;15012;3;15015;6;15017;11;15001.6;-0.3
0;12100;CHOCOLATE;7990;12;7987;19;7984;16;8002;17;8005;19;8008;23;7995.6;0.5
0;12200;ROSES;14992;16;14991;5;14989;6;15012;7;15013;14;15015;12;15001.5;-0.2
0;12200;CHOCOLATE;7989;8;7986;19;7984;19;8001;15;8003;7;8005;14;7995.3;0.4
0;12300;ROSES;14992;8;14991;10;14989;19;15012;8;15015;20;15016;8;15002.0;0.1
0;12300;CHOCOLATE;7989;10;7987;10;7986;25;8001;18;8003;17;8006;5;7995.2;0.3
0;12400;ROSES;14992;3;14990;9;14987;9;15012;11;15014;5;15016;6;15001.9;-0.6
0;12400;CHOCOLATE;7989;8;7987;13;7985;20;8001;21;8002;25;8004;15;7995.3;-0.4
0;12500;ROSES;14992;17;14989;8;14988;12;15012;5;15014;7;15016;13;15001.6;-0.2
0;12500;CHOCOLATE;7990;21;7989;17;7987;18;8002;24;8005;9;8006;23;7995.5;0.2
0;12600;ROSES;14992;8;14989;20;14986;8;15012;18;15015;12;15018;7;15001.5;0.1
0;12600;CHOCOLATE;7990;20;7987;9;7986;11;8002;17;8004;22;8005;21;7995.7;0.6
0;12700;ROSES;14991;18;14989;8;14987;5;15011;3;15014;10;15016;12;15001.3;-0.3
0;12700;CHOCOLATE;7990;20;7988;22;7987;21;8002;8;8004;23;8007;8;7995.9;0.0
0;12800;ROSES;14991;17;14989;20;14986;9;15011;16;15012;6;15015;10;15001.2;0.4
0;12800;CHOCOLATE;7990;19;7988;8;7986;12;8002;11;8004;23;8005;16;7995.6;1.2
0;12900;ROSES;14992;9;14990;9;14989;4;15012;14;15015;20;15016;11;15001.5;-0.3
0;12900;CHOCOLATE;7989;13;7986;21;7984;8;8001;9;8003;18;8006;6;7995.4;-0.1
0;13000;ROSES;14992;7;14991;13;14988;10;15012;15;15013;18;15014;7;15002.1;-0.0
0;13000;CHOCOLATE;7989;25;7987;7;7985;17;8001;21;8003;13;8004;16;7995.2;-0.1
0;13100;ROSES;14992;17;14989;14;14988;5;15012;20;15015;15;15016;9;15001.8;0.1
0;13100;CHOCOLATE;7990;15;7988;22;7986;23;8002;9;8004;23;8006;20;7995.7;-0.1
0;13200;ROSES;14992;17;14991;3;14990;6;15012;8;15013;17;15016;17;15001.9;-0.7
0;13200;CHOCOLATE;7990;14;7989;10;7986;13;8002;7;8003;25;8006;16;7996.5;0.0
0;13300;ROSES;14992;12;14989;10;14988;16;15012;5;15013;6;15015;3;15001.9;0.3
